PK_Endereco;nm_logradouro;nu_logradouro;nm_bairro;nm_municipio;sg_uf;vl_latitude;vl_longitude
639;AVENIDA PROFESSOR MARIO WERNECK;1685;30455610;ESTORIL;BELO HORIZONTE;-19,9708183;-43,9648258
643;RUA PINDARE;690;13225515;PARQUE GUARANI;VARZEA PAULISTA;-23,2311937;-46,8502636
645;RUA DOUTOR COCHRANE;180;11013100;PAQUETA;SANTOS;-23,9392927;-46,3191449
647;SIA TRECHO 4;SN;70310500;SETOR INDUST ABASTECIM;BRASILIA;-15,801519;-47,860297
651;RUA VICENTE JOSE LUCAS;258;38980000;CENTRO;TAPIRAI;-19,8828411;-46,0178574
653;AVENIDA MACAPA;485;35164253;VENEZA;IPATINGA;-19,4673202;-42,532791
656;RUA 9 DE JULHO;353;19500000;CENTRO;MARTINOPOLIS;-22,1262753;-51,1799643
659;RUA DESEMBARGADOR ALBERTO LUZ;164;37410970;CENTRO;TRES CORACOES;-21,692578;-45,2515461
661;TRAVESSA CRAVINHOS;6;08563210;JARDIM ESTELA;POA;-23,531003;-46,3504628
664;RUA TOME DE SOUZA;204;09195060;VILA ALZIRA;SANTO ANDRE;-23,6736773;-46,5217349
667;TRAVESSA ANTONIO CARLOS;163;19807315;VILA SANTA RITA;ASSIS;-22,6442891;-50,4277011
670;RUA JOAO BERTOTTI;300;95040370;MADUREIRA;CAXIAS DO SUL;-29,1634031;-51,1796683
673;RUA F;7;49060010;D I A;ARACAJU;-10,8923526;-37,0929947
677;RUA VARZEA DA PALMA;205;35701170;VALE DAS PALMEIRAS;SETE LAGOAS;-19,4790601;-44,2490258
680;RUA MINISTRO ABNER VASCONCELOS;489;60000000;AGUA FRIA;FORTALEZA;-3,7937009;-38,4792034
682;VIA SANTOS DUMONT;1350;11460004;PAE CARA;GUARUJA;-23,9535431;-46,2922819
685;RUA JUVENAL ALVES VILELA;27;34800000;JOSE BRANDAO;CAETE;-19,8811043;-43,6715585
687;RUA JOSE VICENTE DE BARROS;1360;12061000;PARQUE SANTO ANTONIO;TAUBATE;-23,00731;-45,554694
689;RUA BARAO DE ITAMARACA;36;52020070;ESPINHEIRO;RECIFE;-8,0427477;-34,8944242
692;RUA ANDIRA;1603;61600000;PARQUE POTIRA;CAUCAIA;-3,7510258;-38,629891
695;AVENIDA LUIZ PEQUINI;1489;09780250;SANTA TEREZINHA;SAO BERNARDO DO CAMPO;-23,7112684;-46,5301728
698;RUA CORONEL JOSE INACIO;12;37550000;CENTRO;POUSO ALEGRE;-22,2319862;-45,938364
701;RUA G;1;91220580;VL NOVA SANTA ROSA;PORTO ALEGRE;-29,9890782;-51,1948151
703;RUA CINCO;SN;24800000;MANILHAS;ITABORAI;-22,6848223;-42,8144356
705;RUA 7 DE SETEMBRO;758;17250000;CENTRO;BARIRI;-22,0729024;-48,7434242
707;RUA DOUTOR FRANCISCO DE BARROS;231;36770022;CENTRO;CATAGUASES;-21,390039;-42,696098
709;ESTRADA DE ITAVUVU;SN;18017013;BAIRRO DE ITAVUVU;SOROCABA;-23,4585519;-47,48008
712;RUA DOS TIMBIRAS;502;01000000;SANTA EFIGENIA;SAO PAULO;-23,5413081;-46,6407848
714;RUA BUENOS AIRES;84;20070022;CENTRO;RIO DE JANEIRO;-22,9028437;-43,1793952
716;RUA CIDADE DO RIACHAO;SN;65980000;CENTRO;CAROLINA;-7,332215;-47,4688039
718;AVENIDA NILO PECANHA;364;25025000;PARQUE LAFAIETE;DUQUE DE CAXIAS;-22,7866001;-43,3145076
721;RUA 25 DE JULHO;280;91030270;PASSO DA AREIA;PORTO ALEGRE;-30,0058149;-51,1827271
723;RUA ACRE;47;20081000;CENTRO;RIO DE JANEIRO;-22,8989893;-43,1812399
725;AVENIDA ARTHUR FORATINE;530;35052037;N S DAS GRACAS;GOVERNADOR VALADARES;-18,844017;-41,9473179
727;RUA JOSE A CASTELO BRANCO;16;08210040;VILA ROMANA;SAO PAULO;-23,5348552;-46,6997935
730;RUA BENEDITO COELHO NETTO;63;08210040;ITAQUERA;SAO PAULO;-23,5483481;-46,4611143
733;AVENIDA SAGRADA FAMILIA;SN;98805000;HORTENCIA;SANTO ANGELO;-28,294821;-54,2414315
735;RUA SANTA CRUZ;75;29122310;GLORIA;VILA VELHA;-20,3370115;-40,3059393
739;AVENIDA CAPITAO EUGENIO GABRIEL;442;18740000;LOT D CARMELIA;TAQUARITUBA;-23,5427236;-49,2486727
742;RUA AURORA;535;16200113;CENTRO;BIRIGUI;-21,2994315;-50,3429126
744;LOCALIDADE RODOVIA CORNELIO PIRES;SN;18530000;VISTA REDONDA;TIETE;-23,0808171;-47,7219933
746;RUA IVOTI;18;89899000;CENTRO;IPORA DO OESTE;-27,0086816;-53,4986586
749;ESTRADA DE IPANEMA;SN;18190000;BAIRRO ARACOIABINHA;ARACOIABA DA SERRA;-23,5031194;-47,57387
752;AVENIDA ADELIA CALEFFI GERBI;796;13847176;ESTIVA;MOGI GUACU;-22,3708462;-46,9378434
754;RODOVIA BR 101;;88803470;QUARTA LINHA;CRICIUMA;-28,8100957;-49,3815062
757;PRAI DO CAJU;459;20931340;CAJU;RIO DE JANEIRO;-22,878432;-43,2119378
760;RUA ARTUR BERNARDES;47;36570000;CENTRO;VICOSA;-20,7549777;-42,8790383
764;AVENIDA ARMANDO BEI;445;07175000;VILA NOVA BONSUCESSO;GUARULHOS;-23,4634523;-46,5334502
767;LOCALIDADE FAZENDA SAMAMBAIA;SN;16370000;SAMAMBAIA;PROMISSAO;-21,5354088;-49,8569266
770;AVENIDA AMALIA BRASIL;101;63503200;VILA NEUMA;IGUATU;-6,372141;-39,2902915
773;RUA DAS PALMEIRAS;6;09973230;ELDORADO;DIADEMA;-23,7189481;-46,6173784
775;LARGO HUGOLINO ANDRADE;82;97573000;CENTRO;SANTANA DO LIVRAMENTO;-30,8960846;-55,5339054
777;TRAVESSA MASSIS;15;08210040;VILA BRASILINA;SAO PAULO;-23,5169007;-46,6465939
779;RUA SAO;800;75690000;NOVA VILA;CALDAS NOVAS;-17,7445191;-48,6250248
781;AVENIDA TIRADENTES;416;86600059;CENTRO;ROLANDIA;-23,3099554;-51,3677076
784;RUA RIO PARNAIBA;356;59149246;EMAUS;PARNAMIRIM;-5,8844858;-35,2447789
787;RUA QUIRUA;25;35162520;VILA CELESTE;IPATINGA;-19,4547787;-42,5587569
790;RUA RONALDO JOAO;SN;55400000;CANAA;CATENDE;-8,6607379;-35,7179822
792;RUA ROBERTO STIEGERT;4;36037380;SAO PEDRO;JUIZ DE FORA;-21,7758578;-43,379127
795;AVENIDA COSTA E SILVA;2430;85863000;PARQUE PRESIDENTE;FOZ DO IGUACU;-25,5223067;-54,5621425
798;RUA DUQUE DE CAXIAS;86A;13820000;JARDIM SONIA;JAGUARIUNA;-22,6986049;-46,9896756
802;RUA DOMINGOS PRETTI;90;08070250;PARQUE CRUZEIRO DO SUL;SAO PAULO;-23,4962515;-46,4616328
804;AVENIDA GETULIO VARGAS;72;39800015;CENTRO;TEOFILO OTONI;-17,8685086;-41,5078729
806;FAZENDA CACHOEIRA;SN;55550000;PRIMEIRO DISTRITO;AGUA PRETA;-8,7081827;-35,5216105
809;RUA DOS FUNCIONARIOS;313;94480755;TARUMA;VIAMAO;-30,088358;-51,0237895
812;TREVO FERDINAN;SN;65145000;CENTRO;SANTA RITA;-3,1427814;-44,3214702
814;TRAVESSA MONSENHOR LEONIDAS;58;37002120;CENTRO;VARGINHA;-21,5567086;-45,4371482
817;AVENIDA PARAGUASSU;2909;95555000;CENTRO;CAPAO DA CANOA;-29,755588;-50,042204
819;RUA PIAUI;174;91030320;SANTA MARIA GORETTI;PORTO ALEGRE;-30,006564;-51,1752998
821;ESTRADA DE IGUACU;51;26210000;MIGUEL COUTO;NOVA IGUACU;-22,7089909;-43,4289744
823;RUA NICARAGUA;66;18025730;VILA BARCELONA;SOROCABA;-23,5183199;-47,4403684
826;RODOVIA BR 116;SN;83870000;ESPIRITO SANTO;CAMPO DO TENENTE;-25,9836816;-49,6815816
829;RUA ROD BR;280;89270000;IMIGRANTES;GUARAMIRIM;-26,4735113;-49,0033929
831;RUA MANOEL ALVES;391;63310000;CENTRO;UMARI;-6,6466276;-38,6994355
834;AVENIDA CARDOSO MOREIRA;533;28300970;CENTRO;ITAPERUNA;-21,2058415;-41,89015
836;AVENIDA CRUZEIRO DO SUL;1;03033020;CANINDE;SAO PAULO;-23,5316875;-46,6257805
839;RUA JULIO DE CASTILHOS;1125;95260000;NOVA ROMA DO SUL;NOVA ROMA DO SUL;-28,9866654;-51,4063049
841;RUA DOS TIMBIRAS;1504;30140061;LOURDES;BELO HORIZONTE;-19,9272722;-43,9372384
844;RUA PELOTAS;83;04012000;VILA MARIANA;SAO PAULO;-23,5814052;-46,6434422
847;RUA SOLIDONIO LEITE;1599;03275000;VILA IVONE;SAO PAULO;-23,5833375;-46,5431956
849;RUA PASSOS OURIQUE;227;03313060;TATUAPE;SAO PAULO;-23,5491597;-46,5551284
851;ALAMEDA DOUTOR SILVIO DE CAMPOS;148;04416250;JARDIM MIRIAM;SAO PAULO;-23,6792371;-46,638027
853;AVENIDA YERVANT KISSAJIKIAN;3854;04428000;VILA JOANIZA;SAO PAULO;-23,6852588;-46,646521
855;RUA MARIA PAULA;122;01000000;BELA VISTA;SAO PAULO;-23,5520119;-46,6386872
858;RUA PITEIRAS;SN;39560000;SANTA CRUZ;SALINAS;-16,167456;-42,2978984
861;AVENIDA BELO HORIZONTE;227;35181619;CACHOEIRA DO VALE;TIMOTEO;-19,5313291;-42,6666273
863;RUA CONEGO SANTANA;312;31130450;CACHOEIRINHA;BELO HORIZONTE;-19,8797313;-43,9442866
865;AVENIDA YARA;668;06028105;VILA YARA;OSASCO;-23,5490773;-46,767948
867;RUA JOAO PESSOA;98;09520010;CENTRO;SAO CAETANO DO SUL;-23,6119196;-46,5704816
869;AVENIDA FRANCISCO GENEROSO DA FONSECA;222;29060140;JARDIM DA PENHA;VITORIA;-20,2855489;-40,2985004
871;RUA ALFREDO SODRE;20;27512230;MANEJO;RESENDE;-22,4684939;-44,4572568
873;RUA ARGENTINA;443;27212280;VILA AMERICANA;VOLTA REDONDA;-22,5009854;-44,073544
875;RUA E;627;76200000;MATO GROSSO;IPORA;-16,4416785;-51,1083512
877;RUA DUQUE DE CAXIAS;134;96880000;CENTRO;VERA CRUZ;-29,7150935;-52,5021086
880;RUA PINHEIRO MACHADO;1424;96412740;GETULIO VARGAS;BAGE;-31,3236884;-54,097611
883;RUA AUGUSTA;76;19041160;VILA LIDER;PRESIDENTE PRUDENTE;-22,1375256;-51,3853442
885;RUA 7 DE SETEMBRO;348;13165000;CENTRO;ENGENHEIRO COELHO;-22,4885068;-47,2161508
887;RUA FRANCISCO SERRANO;;74413110;JARDIM SAO PAULO;GOIANIA;-16,6913126;-49,3068872
889;RUA PINTO RIBEIRO;264;27310420;CENTRO;BARRA MANSA;-22,5404172;-44,1739878
892;RUA PEDRO ARAUJO LIMA;102;06075160;CIPAVA;OSASCO;-23,5486872;-46,7893946
894;AVENIDA GETULIO VARGAS;5;35970000;CENTRO;BARAO DE COCAIS;-19,9358539;-43,4776899
896;AVENIDA ALBERTO PASSOS;32;44380000;CENTRO;CRUZ DAS ALMAS;-12,6715911;-39,1040352
899;RUA CHILE;172;89050040;PONTA AGUDA;BLUMENAU;-26,9176895;-49,0623434
902;RUA CORCOVADO;131;13408072;JARDIM SONIA;PIRACICABA;-22,676855;-47,6827452
905;RUA HOLANDA;19;78158520;JARDIM IMPERIAL;VARZEA GRANDE;-15,6477954;-56,1331863
908;RUA ANTONIO AUGUSTO DO LIVRAMENTO;480;89228750;ESPINHEIROS;JOINVILLE;-26,286046;-48,77469
910;RUA MIGUEL COUTO;49;79005600;VILA CARVALHO;CAMPO GRANDE;-20,4699281;-54,6192507
913;RUA BI;30;63210000;QUIXABINHA;MAURITI;-7,3829493;-38,7716665
915;TRECHO 13 DE MAIO;44;55006001;CENTRO;CARUARU;-8,2865281;-35,9730475
917;AVENIDA VERIDIANO CARDOSO;441;68456760;COHAB;TUCURUI;-3,7709666;-49,6730825
920;RUA MONTE DALVA;169;59520000;CENTRO;SANTANA DO MATOS;-5,946453;-36,6580919
923;RUA AIRES DA CUNHA;2;69640000;BRILHANTE;TABATINGA;-4,2300835;-69,9367927
925;PRACA DOS EXPEDICIONARIOS;167;37240000;CENTRO;LUMINARIAS;-21,5107696;-44,9041132
927;RUA BUENO DE ANDRADE;120;09520290;FUNDACAO;SAO CAETANO DO SUL;-23,6074138;-46,5712526
929;RUA CAMPOS SALES;881;58400000;JOSE PINHEIRO;CAMPINA GRANDE;-7,2282357;-35,8717418
933;AVENIDA GOVERNADOR JULIO CAMPOS;344;78550202;SETOR COMERCIAL;SINOP;-11,8567739;-55,5000857
936;RUA PADRE GUILHERME POMPEU;1;06501055;CENTRO;SANTANA DE PARNAIBA;-23,4446694;-46,9152289
939;RUA DESEMBARGADOR PRAXEDES;555;60420478;MONTESE;FORTALEZA;-3,7595554;-38,5487607
942;RUA JOSE BONINI;1517;14160160;CENTRO;SERTAOZINHO;-21,1355183;-47,9942569
944;RUA ANA NERY;7;45206230;JEQUIEZINHO;JEQUIE;-13,8688882;-40,0703449
946;RUA SANTOS DUMONT;100;62600000;CENTRO;ITAPAJE;-3,741645;-39,6105142
948;SQ 105 BLOCO B;SN;70344020;ASA SUL;BRASILIA;-15,811423;-47,8975139
951;RUA H;1;87260000;JARDIM ESPERANA;ARARUNA;-23,9246915;-52,4868793
953;RUA ESTADOS UNIDOS;1465;87045010;JARDIM INTERNORTE;MARINGA;-23,4262154;-51,8976203
955;RODOVIA BR TREZENTOS E CINQUENTA E SEIS;3049;30320900;BELVEDERE;BELO HORIZONTE;-19,9753055;-43,9462192
957;RODOVIA ARTUR BERNARDES;SN;66630505;PRATINHA;BELEM;-1,371868;-48,4788288
961;RUA OLIVEIRA LIMA;88;55560000;CENTRO;BARREIROS;-8,8126287;-35,2015884
963;TRECHO RUA SAO RAIMUNDO;241;65910140;CAMACARI;IMPERATRIZ;-5,538773;-47,4558067
965;RUA SIMOES FILHO;10;41705010;BOCA DO RIO;SALVADOR;-12,9780517;-38,4300306
967;RUA SILVIA;1493;09571300;OLIMPICO;SAO CAETANO DO SUL;-23,6369006;-46,5654934
969;RUA H;2;49090800;CONJUNTO BUGIO;ARACAJU;-11,0815703;-37,1432018
972;RUA CELIO CERQUEIRA;1069;14405024;JARDIM FRANCANO;FRANCA;-20,5446615;-47,4115309
974;RUA RUI BARBOSA;354;69900100;CENTRO;RIO BRANCO;-9,9726985;-67,81059
977;RUA MARIA NEPOMUCENO FERNANDES;661;39460000;JK;MANGA;-14,7562289;-43,9321492
979;RUA PRINCIPAL;SN;78640972;SERRA DOURADA;CANARANA;-13,5564739;-52,2691123
982;LINHA SAO JORGE;SN;99435000;DISTRITO;CAMPOS BORGES;-28,8910796;-53,0673905
985;RUA MARECHAL DEODORO;44A;69900210;CENTRO;RIO BRANCO;-9,9757774;-67,8066658
989;RUA BRASILIA;10;16250000;CENTRO;CLEMENTINA;-21,5640906;-50,4493727
991;RUA VEREADOR ANTONIO CAMILO NOGUEIRA;335;19220000;CENTRO;NARANDIBA;-22,5591203;-51,5360368
994;AVENIDA PRESIDENTE VARGAS;516;93700000;CENTRO;CAMPO BOM;-29,6841848;-51,0533491
996;RUA DOUTOR BARCELOS;SN;96470000;CENTRO;PINHEIRO MACHADO;-31,578082;-53,382703
999;ESTRADA DA BARRA DE GUARATIBA;9619;23020240;CAMPO GRANDE;RIO DE JANEIRO;-23,0656272;-43,5679316
1002;RUA JOSE PELOSINI;95;09720040;JARDIM OLAVO BILAC;SAO BERNARDO DO CAMPO;-23,6996251;-46,5529406
1004;RUA JOAO GONCALVES;504;07010010;CENTRO;GUARULHOS;-23,4662285;-46,5294394
1007;RUA SANTO AMARO;440;78850000;CENTRO;PRIMAVERA DO LESTE;-15,5494044;-54,2995323
1010;RUA MASCARENHAS DE MORAES;451;97300000;CENTRO;SAO GABRIEL;-30,3366618;-54,3189723
1013;RUA OUTONO;426;30310020;CARMO;BELO HORIZONTE;-19,941854;-43,930362
1015;AVENIDA SENADOR LACERDA FRANCO;1410;13250400;CENTRO;ITATIBA;-22,994299;-46,8482685
1017;AVENIDA IPIRANGA;1071;01039000;REPUBLICA;SAO PAULO;-23,5408312;-46,6386911
1020;RUA AVELINO GINJO;7;05108050;JARDIM MARISA;SAO PAULO;-23,5074499;-46,7556367
1022;RUA CABRAL;201;90420120;RIO BRANCO;PORTO ALEGRE;-30,0334698;-51,2063659
1025;RUA XENONIO;451;35160284;IMBAUBAS;IPATINGA;-19,5155748;-42,5625958
1028;RODOVIA BANDEIRANTES;830;13211510;CHACARA MALOTA;JUNDIAI;-23,1864533;-46,8844527
1031;RUA MARECHAL FLORIANO PEIXOTO;72;91220580;CENTRO;PORTO ALEGRE;-30,0292784;-51,2266842
1033;AVENIDA FERROVIARIOS;499;28630010;CONSELHEIRO PAULINO;NOVA FRIBURGO;-22,2425108;-42,5237783
1035;RUA LIMITES;832;21715150;REALENGO;RIO DE JANEIRO;-22,88342;-43,43884
1037;AVENIDA PORTUGAL;205;14801075;CENTRO;ARARAQUARA;-21,7933287;-48,1736876
1039;AVENIDA PRESIDENTE ALTINO;1500;05323002;JAGUARE;SAO PAULO;-23,5315706;-46,7554911
1042;RUA BAGE;230;04012907;VILA MARIANA;SAO PAULO;-23,5843807;-46,6467362
1044;RUA TOME DE SOUZA;506;30140130;FUNCIONARIOS;BELO HORIZONTE;-19,9378373;-43,9314998
1046;RUA OLIVALDO VILA NOVA;154;04652035;JARDIM CIDALIA;SAO PAULO;-23,6611857;-46,6681255
1048;AVENIDA TAMANDARE;476;79009790;VILA PLANALTO;CAMPO GRANDE;-20,4563336;-54,633723
1050;AVENIDA DOM HELDER CAMARA;5555;20771001;PILARES;RIO DE JANEIRO;-22,8879472;-43,2850869
1052;RODOVIA BR 369;SN;87355000;;JURANDA;-24,4166809;-52,8482452
1055;RUA OSCAR GALVAO;70;65000000;CENTRO;SAO LUIS;-2,5259701;-44,2990276
1058;AVENIDA ABILIO AUGUSTO TAVORA;311;26262020;CENTRO;NOVA IGUACU;-22,7612594;-43,4573934
1060;RUA SANTOS SARAIVA;1643;88070100;ESTREITO;FLORIANOPOLIS;-27,5980982;-48,587083
1063;AVENIDA MANOEL ELYGIO DA MOTA;769;49690000;CENTRO;MONTE ALEGRE DE SERGIPE;-10,0279467;-37,5634902
1066;RUA DOUTOR NEREU RAMOS;209;88950000;CENTRO;JACINTO MACHADO;-28,9990213;-49,7633544
1068;AVENIDA CONEGO CLEMENTINO;464;68600000;VILA SINHA;BRAGANCA;-1,0538572;-46,7695002
1071;AVENIDA ASSIS BRASIL;2366;91010002;CRISTO REDENTOR;PORTO ALEGRE;-30,0111282;-51,1638087
1073;RUA CAPITAO DESLANDES;24;29300190;CENTRO;CACHOEIRO DE ITAPEMIRIM;-20,8480693;-41,1157934
1076;AVENIDA CANAA;2955;76873270;SETOR 2;ARIQUEMES;-9,9134356;-63,0391181
1079;RUA ALBERTO TORRES;SN;89280000;RIO VERMELHO POVOADO;SAO BENTO DO SUL;-26,2512793;-49,3297122
1082;RUA PRIMO SOARES NETO;48;37958000;MOCOQUINHA;MONTE SANTO DE MINAS;-21,1886486;-46,9766675
1085;RUA C 208;;74255971;JARDIM AMERICA;GOIANIA;-16,6637483;-49,2370143
1088;RUA JAMES HOLLAND;575;01138000;BARRA FUNDA;SAO PAULO;-23,5222372;-46,65637
1091;AVENIDA PINHEIROS;473;51180110;IMBIRIBEIRA;RECIFE;-8,0905595;-34,9130769
1093;AVENIDA BORBA;512;55870000;;TIMBAUBA;-7,5031034;-35,3140161
1096;RUA GREGORIO BEZERA;66;58900000;SANTA CECILIA;CAJAZEIRAS;-6,8908356;-38,5505328
1099;RUA JOAOQUIM ELIAS RODRIGUES;247;38401730;ACLIMACAO;UBERLANDIA;-18,8802196;-48,2301323
1101;AVENIDA PRESIDENTE VARGAS;529;20071003;CENTRO;RIO DE JANEIRO;-22,9020806;-43,1803885
1103;RUA AUGUSTO METZKER;71;13604181;PARQUE DAS ARVORES;ARARAS;-22,3298319;-47,3852745
1106;RODOVIA KM O G VARGAS SANANDUVA;SN;99900000;;GETULIO VARGAS;-27,8884044;-52,2258411
1108;RUA XISTO ERBELA;212;19400000;VILA LUIZA;PRESIDENTE VENCESLAU;-21,8888587;-51,8430828
1111;RUA SALVADOR;;75400000;VALE DAS GOAIBEIRAS;INHUMAS;-16,369774;-49,4985158
1113;RUA JOAQUIM NABUCO;1771;69010000;CENTRO;MANAUS;-3,1259864;-60,019479
1116;RUA CORONEL RANDOLFO SIMOES;381;35700102;BOA VISTA;SETE LAGOAS;-19,4564905;-44,2410432
1119;AVENIDA OTACILIO TOMANIK;125;05363000;VILA POLOPOLI;SAO PAULO;-23,5766483;-46,7435542
1121;AVENIDA CLETO NUNES;197;29018250;PARQUE MOSCOSO;VITORIA;-20,3204827;-40,3415047
1123;RUA CONQUIBUS;611;37500189;SAO VICENTE;ITAJUBA;-22,422971;-45,4602511
1125;RUA DOS XAVANTES;75;31530200;SANTA MONICA;BELO HORIZONTE;-19,8310171;-43,9764981
1127;RUA ARIZONA;199;09250450;PARQUE ORATORIO;SANTO ANDRE;-23,6267868;-46,5102341
1129;AVENIDA SANTOS DUMONT;2572;60150161;ALDEOTA;FORTALEZA;-3,735124;-38,5018593
1131;TRAVESSA CONSELHEIRO ZACARIAS;59;40445180;MARES;SALVADOR;-12,9393591;-38,5019339
1133;RUA JOSE GAUDENCIO JUNIOR;60;36350000;CERRADO;SAO TIAGO;-20,9062129;-44,5080447
1135;RUA XV DE NOVEMBRO;566;18840000;CENTRO;SARUTAIA;-23,2726257;-49,4834165
1137;AVENIDA TREZE DE MAIO;110;28010260;CENTRO;CAMPOS DOS GOYTACAZES;-21,760096;-41,3238991
1141;AVENIDA 15 DE NOVEMBRO;561;15990510;CENTRO;MATAO;-21,6055906;-48,3667425
1144;RUA ZONA RURAL;SN;29295000;SAO JOSE DE FRUTEIRAS;VARGEM ALTA;-20,674002;-41,0098203
1147;AVENIDA SUMARE;2022;05016000;PERDIZES;SAO PAULO;-23,5444787;-46,6767161
1150;AVENIDA BRASIL;3;17290000;VILA NOVA;MACATUBA;-22,518768;-48,7175509
1153;RUA VINTE OITO DE SETEMBRO;704;66053000;REDUTO;BELEM;-1,447159;-48,4939655
1155;AVENIDA MINAS GERAIS;106;35010150;CENTRO;GOVERNADOR VALADARES;-18,8577651;-41,9431565
1157;AVENIDA AUTOMOVEL CLUBE;2487;25561170;VILAR DOS TELES;SAO JOAO DE MERITI;-22,7707808;-43,3609917
1159;RUA ALAGOAS;1005;30130160;FUNCIONARIOS;BELO HORIZONTE;-19,9360324;-43,9360713
1161;AVENIDA ITAPARK;792;09310370;VILA BOCAINA;MAUA;-23,6734275;-46,4513291
1164;RUA SENADOR MAURO BORGES TEIXEIRA;SN;77350000;CENTRO;COMBINADO;-12,7921526;-46,5391943
1167;RUA FLORIANO PEIXOTO;27;57600005;CENTRO;PALMEIRA DOS INDIOS;-9,4060856;-36,6301198
1170;EXATOR DIST PINTOS NEGREIROS;SN;37517000;PINTOS NEGREIROS;MARIA DA FE;-22,3076762;-45,3739521
1172;AVENIDA SANTANA;278;23880000;ITACURUCA;MANGARATIBA;-22,9295677;-43,9108792
1175;AVENIDA DOUTOR ARMANDO SALES DE OLIVEIRA;689;18060370;VILA TRUJILLO;SOROCABA;-23,4928133;-47,4734139
1178;RUA CAPITAO JOSE GOMES;115;13730060;CENTRO;MOCOCA;-21,4644997;-47,0015636
1180;SHLS 716 CONJUNTO L BLOCO 2;88L;70390700;ASA SUL;BRASILIA;-15,8255526;-47,9287773
1183;AVENIDA MARECHAL FIUZA DE CASTRO;672;08210040;SAO DOMINGOS;SAO PAULO;-23,5799669;-46,7460899
1185;ESTRADA DA MAROMBA;SN;27580000;MARINGA;ITATIAIA;-22,4957301;-44,5609457
1188;RUA ALFERES POLI;1935;80230090;CENTRO;CURITIBA;-25,4527843;-49,2656639
1190;FAZENDA SITIO NOVO;SN;45960000;SEDE;MEDEIROS NETO;-17,374407;-40,2201359
1192;RUA CORNELIO PEREIRA LIMA;20;35450000;PRAIA;ITABIRITO;-20,2465959;-43,8048647
1194;RUA MONS MANOEL FCO ROSA;662;13405190;CENTRO;PIRACICABA;-22,7199434;-47,6472204
1197;RUA ERICO VERISSIMO;149;41815340;ITAIGARA;SALVADOR;-12,9977665;-38,4609624
1200;AVENIDA DAS FLORES;1181;95334000;CENTRO;VILA FLORES;-28,8691623;-51,5521231
1202;RUA OURO PRETO;501;74315220;JARDIM ANA LUCIA;GOIANIA;-16,6516977;-49,3240274
1204;BR 277;SN;85887000;AGROCAFEEIRA;MATELANDIA;-25,2426951;-53,9770595
1206;QE 7 BLOCO H;110;71020687;GUARA I;BRASILIA;-15,801519;-47,860297
1208;RUA FIDELANDIA;203;39850000;CENTRO;ATALEIA;-18,1466704;-41,1602597
1211;RUA JOAO DE SOUZA PEREIRA;258A;79390000;VLA JARDIM PLANALTO;BODOQUENA;-20,5374331;-56,713229
1214;RUA A CONJUNTO AFRANCO;140;49480000;CENTRO;SIMAO DIAS;-10,7397921;-37,809338
1217;RUA MANOEL NOVAIS;43;44700000;SEDE;JACOBINA;-11,1832274;-40,5110642
1220;RUA CARLOS LACERDA;621;06415150;VILA ENGENHO NOVO;BARUERI;-23,4902844;-46,8950228
1222;RUA GUARAPUAVA;1650;79800000;VILA PLANALTO;DOURADOS;-22,2272034;-54,8291259
1225;GALERIA CONSTANCA VALADARES;SN;36010300;CENTRO;JUIZ DE FORA;-21,7616873;-43,3470766
1227;AVENIDA AYRTON SENNA DA SILVA;751;54410240;PIEDADE;JABOATAO DOS GUARARAPES;-8,17958;-34,9190243
1229;AVENIDA RAMALHO ORTIGAO;129;04130010;VILA GUMERCINDO;SAO PAULO;-23,6050645;-46,6217379
1232;RUA SAO JOAO;;88420000;CENTRO;AGROLANDIA;-27,3949549;-49,8366552
1235;RUA TULIPA;956;85420000;CENTRO;CORBELIA;-24,801595;-53,2987846
1238;RUA C;6;12227788;VILA SAO GERALDO;SAO JOSE DOS CAMPOS;-23,207396;-45,7774555
1241;RUA JOSE CONRADO DE ARAUJO;214;49037360;ATALAIA VELHA;ARACAJU;-10,9819683;-37,0557381
1243;ESTRADA DO JACCU RECANTO SANTO ANTONIO;SN;13311010;DOS CARVALHOS;ITU;-23,2639728;-47,2997085
1246;RUA LUPERCIO;159;04840550;BORORE;SAO PAULO;-23,7567663;-46,6801665
1249;RUA AMADOR BUENO;38;11013909;CENTRO;SANTOS;-23,9354229;-46,3307658
1252;AVENIDA JUSCELINO KUBITSCHEK;3803;        ;CENTRO;NOVA BRASILANDIA D OESTE;-11,7262869;-62,3311159
1254;RUA DAS SAMAMBAIAS;153;09820540;PARQUE TERRA NOVA;SAO BERNARDO DO CAMPO;-23,7420673;-46,5529535
1256;RUA NICARAGUA;164;21020050;PENHA;RIO DE JANEIRO;-22,8401591;-43,2771985
1259;RUA DOS MACONS;658;77804180;CENTRO;ARAGUAINA;-7,1973163;-48,2130106
1262;RUA SEVERINA MAGALHAES;95;53030020;SANTA TEREZA;OLINDA;-8,0226367;-34,8581642
1265;PRACA FRANKLIN ROOSEVELT;210;01303020;CONSOLACAO;SAO PAULO;-23,5481843;-46,6460446
1267;RUA DOS TIMBIRAS;270;01208011;SANTA IFIGENIA;SAO PAULO;-23,5400496;-46,6388618
1269;AVENIDA PADRE ANCHIETA;2015;11750000;STELLA MARIS;PERUIBE;-24,3151711;-46,991243
