PK_Endereco;nm_logradouro;nu_logradouro;nm_bairro;nm_municipio;sg_uf;vl_latitude;vl_longitude
16241;AVENIDA DEZ DE DEZEMBRO;1830;86010810;CENTRO;LONDRINA;-23,3093545;-51,150101
16393;AVENIDA PRESIDENTE CASTELO BRANCO;1885;54440050;CANDEIAS;JABOATAO DOS GUARARAPES;-8,2083293;-34,9197507
16044;AVENIDA CANDIDO HARTMANN;1285;80710570;MERCES;CURITIBA;-25,4273147;-49,2983615
16140;RUA SEBASTIAO DE QUADROS;52;39660000;CAXAMBU;TURMALINA;-17,2867843;-42,7340561
16388;RUA JULIO DE CASTILHOS;965;96810156;CENTRO;SANTA CRUZ DO SUL;-29,7172213;-52,4346948
16094;QN 513 CONJUNTO B;;71727002;SAMAMBAIA;BRASILIA;-15,801519;-47,860297
16081;RUA CELESTE;39;13052052;JARDIM AIRES DA COSTA;CAMPINAS;-22,9580233;-47,1191529
16067;RUA TIBURCIO TARGINO;SN;61700000;CENTRO;AQUIRAZ;-3,907514;-38,3863218
15971;RUA JUTAIRANA;51;03587090;CIDADE LIDER;SAO PAULO;-23,555639;-46,4843244
15980;RUA MONSENHOR ANDRADE;947;03009100;BRAS;SAO PAULO;-23,5370752;-46,6224611
7286;RUA DOUTOR GABRIEL DE RESENDE;28;03350005;VILA INVERNADA;SAO PAULO;-23,5712593;-46,5663609
16002;MARGEM BA 1;;45810000;PROJETO VALE VERDE;PORTO SEGURO;-16,4443537;-39,0653656
16234;AVENIDA DOIS;5;65058538;CIDADE OLIMPICA;SAO LUIS;-2,5375966;-44,2213558
16224;RUA LINDOLFO BARBOSA;57;41390405;VILA CANARIA;SALVADOR;-12,9099738;-38,4425599
11537;RUA OSCAR CAROSO;156;45970000;CENTRO IBIRAJA;ITANHEM;-17,1501806;-40,3286643
11527;RUA FERNANDO FRANCISCO DE SOUZA;307;33944260;VIENA JUSTINOPOLIS;RIBEIRAO DAS NEVES;-19,7619024;-44,0853572
11517;AVENIDA WENCESLAU BRAZ;2387;35040570;SANTA RITA;GOVERNADOR VALADARES;-18,9042112;-41,9870994
16057;AVENIDA SETE DE SETEMBRO;446;45190000;CENTRO;PLANALTO;-14,6685319;-40,4705201
16265;RODOVIA BR 158;;85340000;INTERIOR;RIO BONITO DO IGUACU;-25,4887239;-52,5277164
16158;AVENIDA INDEPENDENCIA;95;98300970;CENTRO;PALMEIRA DAS MISSOES;-27,8846679;-53,3043176
7386;PRACA PEDRO DE TOLEDO;207;12940270;CENTRO;ATIBAIA;-23,11464;-46,5584489
11519;RUA VIEIRA MARTINS;63;03053020;BRAS;SAO PAULO;-23,543942;-46,606658
11524;QC 1 CONJUNTO 3;;71727001;RIACHO FUNDO II;BRASILIA;-15,801519;-47,860297
16222;9A RUA CERRO AZUL;1211;95880000;PINHEIROS;ESTRELA;-29,4994892;-51,9480482
15945;AVENIDA MATEUS MOULIN;49;35270970;CENTRO;MENDES PIMENTEL;-18,660674;-41,4074588
16108;ESTRADA AGUAS NEGRAS IT;SN;88400000;AGUAS NEGRAS;ITUPORANGA;-27,4032602;-49,6074744
16142;AVENIDA GETULIO VARGAS;156;35620000;CENTRO;ABAETE;-19,1566883;-45,4478632
16051;RUA PAULO SERGIO;751;32371090;AGUA BRANCA;CONTAGEM;-19,9278861;-44,0385541
16376;RUA ARI BARROSO;43;29119290;ATAIDE;VILA VELHA;-20,3450983;-40,3225648
16382;RUA SAO PEDRO;809;63010010;CENTRO;JUAZEIRO DO NORTE;-7,2061737;-39,317776
16365;PRACA CORUMBA;132;59124790;POTENGI;NATAL;-5,7500354;-35,2429436
16150;AVENIDA FRANQUEIRA;198;37517000;CENTRO;MARIA DA FE;-22,3082438;-45,3730693
16122;RUA TREZE DE MAIO;1352;37570971;CENTRO;OURO FINO;-22,2810099;-46,3772553
16116;RUA VICENTE SIEBRA;2555;62500000;VIOLETE;ITAPIPOCA;-3,4837236;-39,5742329
16071;RUA JOAO ROCHA;317;61652020;MARECHAL RONDON JUREMA;CAUCAIA;-3,7676764;-38,6267809
16378;RUA ANTONIO ADOLFO DE SOUZA;10;88230000;CENTRO;CANELINHA;-27,2293054;-48,8095665
15947;QUADRA 2;;55870000;LOTEAMENTO ARARUNA II;TIMBAUBA;-7,5031034;-35,3140161
15974;RUA BAHIA;344;15800110;CENTRO;CATANDUVA;-21,1362665;-48,9742311
16009;RUA BUFALO;25;34007778;JARDIM CANADA;NOVA LIMA;-20,0688734;-43,9828739
16039;AVENIDA ALBERTO MARANHAO;6;59600185;ALTO DA CONCEICAO;MOSSORO;-5,2125693;-37,3578783
16031;RUA GENERAL POTIGUARA;2900;81330320;FAZENDINHA;CURITIBA;-25,4789102;-49,3251794
16251;AVENIDA PRESIDENTE KENNEDY;55;64052335;SAO CRISTOVAO;TERESINA;-5,0803962;-42,7750051
16559;RUA YLIDIO FIGUEIREDO;61;05204020;VILA PERUS;SAO PAULO;-23,4094028;-46,7534243
16699;RUA GUIDO OTTO;898;96600000;PRADO;CANGUCU;-31,3964785;-52,6787852
16675;TRAVESSA LUIS PETZINGER;41;93950000;SAO JOAO;DOIS IRMAOS;-29,5840598;-51,0902847
16671;RUA ALAGOAS;1314;30130913;SAVASSI;BELO HORIZONTE;-19,9383721;-43,937387
16685;RUA DOUTOR POTY MEDEIROS;110;90570030;MOINHOS DE VENTO;PORTO ALEGRE;-30,0247822;-51,1985709
16860;RUA MADRE SOFIA MARCHETTI;207;08270020;VILA CARMOSINA;SAO PAULO;-23,5527369;-46,4616718
16865;RUA MARIO LOBO;61;89201330;CENTRO;JOINVILLE;-26,299825;-48,848509
16842;RUA PROFESSOR ARTUR RAMOS;183;01454905;JARDIM PAULISTANO;SAO PAULO;-23,5820519;-46,6859213
16846;AVENIDA ARAGUAIA;SN;76335000;JARDIM VALE DO SOL;URUANA;-15,5044274;-49,6813286
16849;RUA SETE DE SETEMBRO;793;17502020;SENADOR SALGADO FILHO;MARILIA;-22,2247703;-49,9549694
16891;RUA JERONIMO DE LEMOS;123;20560090;VILA ISABEL;RIO DE JANEIRO;-22,9187729;-43,2604922
16904;AVENIDA PERIMETRAL VI;SN;74730070;CONJUNTO RIVIERA;GOIANIA;-16,6744713;-49,2826348
16895;RUA BARAO DOS AIMORES;181;29830000;RUBIA;NOVA VENECIA;-18,6968582;-40,3985406
16786;RUA JOAO FERRARA;167;13206714;JARDIM PITANGUEIRAS II;JUNDIAI;-23,2050288;-46,8823146
16595;RUA DUQUE DE CAXIAS;1955;13630095;CENTRO;PIRASSUNUNGA;-22,0021082;-47,4268725
16706;RUA 30 DE JULHO;770;13473291;VILA JONES;AMERICANA;-22,7391626;-47,3363736
16587;AVENIDA LAIR FELIX NUNES;431;62320000;GOV FERRAZ;TIANGUA;-3,7319185;-40,9974325
16581;RUA DO BOSQUE;208A;01136000;BARRA FUNDA;SAO PAULO;-23,5261031;-46,6506225
16732;RUA VINTE DE SETEMBRO;2304;95020450;NOSSA SENHORA DE LOURDES;CAXIAS DO SUL;-29,1650294;-51,1833608
17353;RUA DUQUE DE CAXIAS;428;85950000;CENTRO;PALOTINA;-24,2806439;-53,8390704
16851;RUA 204;;75650000;SETOR AEROPORTO;MORRINHOS;-17,7268255;-49,1215621
16862;RUA ALIPIO DE GOES;196;11630000;COCAIA;ILHABELA;-23,8151875;-45,3571702
17323;RUA SETE DE ABRIL;252;01044000;REPUBLICA;SAO PAULO;-23,5455132;-46,6412553
17264;RUA ANA REIMBERG HEMMEL;73;04844390;JARDIM SAO BERNARDO;SAO PAULO;-23,7538157;-46,7001568
17269;RUA FELIPE SCHMIDT;515;88010001;CENTRO;FLORIANOPOLIS;-27,5951703;-48,5546617
17279;RUA BUARQUE DE MACEDO;3620;95780000;IMIGRACAO;MONTENEGRO;-29,669922;-51,453688
16813;RUA JORGE H EICHENBERG;90;96815650;UNIVERSITARIO;SANTA CRUZ DO SUL;-29,7021891;-52,4393474
17299;RUA SALGADO FILHO;1617;76804118;NOSSA SENHORA DAS GRACAS;PORTO VELHO;-8,7638832;-63,8933018
16603;RUA ORION LOT MOINHOS DE VENTO;187;92031065;ESTANCIA VELHA;CANOAS;-29,9182447;-51,1538618
17366;TRECHO FRANCISCO MONTEIRO;362;66070190;CANUDOS;BELEM;-1,4489042;-48,4604009
16611;AVENIDA CANDIDO DE ABREU;660;80530000;CENTRO CIVICO;CURITIBA;-25,4183616;-49,2683626
17066;RUA BERILO;72;06642250;NOVA HIGIENOPOLIS;JANDIRA;-23,5547863;-46,8787486
17173;RUA ALUISIO COIMBRA;69;09000000;JARDIM MONCOES;SANTO ANDRE;-23,691758;-46,5285601
16654;AVENIDA CORONEL FREDERICO LINCK;1265;93336001;RIO BRANCO;NOVO HAMBURGO;-29,690653;-51,1300264
16739;RUA JOAQUIM NABUCO;93;78580000;CIDADE BELA;ALTA FLORESTA;-9,8524121;-56,0768171
17377;RUA VERIANO PEREIRA;63;04144030;SAUDE;SAO PAULO;-23,6152825;-46,6379018
17471;AVENIDA BAURU;76I;06458200;RESIDENCIAL TAMBORE;BARUERI;-23,4886921;-46,8190159
17634;RUA TAMANDUA;64;79034710;ESTRELA DALVA II;CAMPO GRANDE;-20,423621;-54,5578733
17632;PRACA ARCIPRESTE ANSELMO DE OLIVEIRA;285;05463080;PINHEIROS;SAO PAULO;-23,5562975;-46,7109198
17622;RUA HELIO MANZONI;338;07092070;GOPOUVA;GUARULHOS;-23,4603798;-46,5471363
17625;RUA GOVERNADOR FLORENTINO AVIDOS;SN;29900490;NOSSA SENHORA DA CONCEICAO;LINHARES;-19,3867848;-40,0703463
17630;RUA INALDO MORAES ACIOLY;SN;55565000;CENTRO;SAO JOSE DA COROA GRANDE;-8,8967415;-35,1459931
17607;RUA XV DE NOVEMBRO;904;18730000;CENTRO;ITAI;-23,4147186;-49,0918584
17613;AVENIDA PARANA;1033;84264060;CENTRO;TELEMACO BORBA;-24,329535;-50,6157884
17593;AVENIDA EUSEBIO MATOSO;690;05423000;PINHEIROS;SAO PAULO;-23,5714458;-46,697283
17618;AVENIDA ENGENHEIRO DOMINGOS FERREIRA;2589;51020030;BOA VIAGEM;RECIFE;-8,11253;-34,893585
17569;ESTRADA JOAO DE OLIVEIRA REMIAO;6585;91560000;LOMBA DO PINHEIRO;PORTO ALEGRE;-30,1248495;-51,1067861
17581;AVENIDA COMENDADOR JOSE PEREIRA;262;55500000;MARACUJA;ESCADA;-8,3683859;-35,2354082
17587;RUA CASA DO ATOR;275;04546004;VILA OLIMPIA;SAO PAULO;-23,6001428;-46,6763564
17603;RUA SENADOR NELSON CARNEIRO;224;08485300;CONJUNTO HABITACIONAL SANTA ETELVINA II;SAO PAULO;-23,5920333;-46,4094077
17589;AVENIDA CANDIDO ALEIXO;154;64500000;CENTRO;OEIRAS;-7,0134938;-42,129358
17611;RUA OSORIO RIBAS DE PAULA;410;86800140;CENTRO;APUCARANA;-23,5510405;-51,4619547
17532;RUA BRUNO CHAVES;103;35012440;CENTRO;GOVERNADOR VALADARES;-18,8562454;-41,9534152
17489;RUA RUI BARBOSA;270;13974340;SANTA CRUZ;ITAPIRA;-22,4371323;-46,8251266
17659;SHIS BLOCO D;SN;71615485;SETOR DE HABITACOES INDIVIDUAIS SUL;BRASILIA;-15,8358481;-47,8621785
7439;RUA SAO JOAO DEL REI;38;37300000;ROSARIO;ANDRELANDIA;-21,7372648;-44,3045255
16650;RUA MARCUS PEREIRA;167;05642020;VILA SUZANA;SAO PAULO;-23,6223091;-46,7357827
17655;RUA DO MANGANES;113;13466705;VILA BIASI;AMERICANA;-22,757851;-47,3287135
16759;RUA DO CAMPO ACAMP DFL;5;70803130;VILA PLANALTO;BRASILIA;-15,7917062;-47,8519695
16773;RUA LUIZ SOARES;316;02470040;IMIRIM;SAO PAULO;-23,4842823;-46,6478105
17653;RUA ANITA GARIBALDI;1570;90480200;BOA VISTA;PORTO ALEGRE;-30,0246008;-51,1801961
16689;RUA GUILHERME KOCK;507;89218220;SANTO ANTONIO;JOINVILLE;-26,2748828;-48,8614092
16856;RUA SEPETIBA;448;25565250;JARDIM JOSE BONIFACIO;SAO JOAO DE MERITI;-22,7917906;-43,3611218
7441;RUA DOUTOR RODRIGO DE BARROS;347;01106020;LUZ;SAO PAULO;-23,5297777;-46,6280837
17517;RUA PAULINO GUERRA;57;91220040;JARDIM ITU SABARA;PORTO ALEGRE;-30,0218648;-51,1402128
17525;RODOVIA BR 293;;96490000;5O DISTRITO;PIRATINI;-31,4415643;-53,1054919
17493;RUA FLORIANO PEIXOTO;75;47400000;CENTRO;XIQUE XIQUE;;
17483;RUA SALVADOR;;02914030;PIQUERI;SAO PAULO;-23,4804552;-46,4097603
17480;RUA GRACIOSA FABRO;114;95055065;DIAMANTINO;CAXIAS DO SUL;-29,1557242;-51,1393047
17646;RUA SANTANA DO PARNAIBA;31;06824035;JARDIM DOM JOSE;EMBU DAS ARTES;-23,6780156;-46,8001202
17420;RUA NAUTAS;115;92025530;NOSSA SENHORA DAS GRACAS;CANOAS;-29,9347561;-51,1612943
7446;RUA ALVORADA;14;81510640;GUABIROTUBA;CURITIBA;-25,4748947;-49,2420192
7449;RUA DOS EXPEDICIONARIOS;260;84950000;CENTRO;WENCESLAU BRAZ;-23,8722412;-49,8020115
17362;ESTRADA DO M BOI MIRIM;2298;04905022;VILA REMO;SAO PAULO;-23,6756515;-46,7534697
17250;RUA TUIUTI;589;03081003;TATUAPE;SAO PAULO;-23,5304853;-46,5747515
17038;AVENIDA CONDESSA DE VIMIEIROS;750;11740000;CENTRO;ITANHAEM;-24,1821287;-46,7820811
16942;RUA CIPRESTE;44;06449170;PARQUE VIANA;BARUERI;-23,5425827;-46,8665918
16921;RUA CRUZEIRO DOS PEIXOTOS;499;38400608;NOSSA SENHORA APARECIDA;UBERLANDIA;-18,913196;-48,2718616
17119;AVENIDA REPUBLICA ARGENTINA;369;80240210;AGUA VERDE;CURITIBA;-25,4496751;-49,2876629
17136;VIA SECUNDARIA;3;57081586;TABULEIRO DO MARTINS;MACEIO;-9,6104562;-35,7516113
17140;RUA CHIPRE;70;01000000;VILA OLIMPIA;SAO PAULO;-23,5951983;-46,6796667
17116;RUA ENGENHEIRO DE CARVALHO;113A;58307150;CENTRO;BAYEUX;-7,1272784;-34,9295431
17109;RUA DAS CAMELIAS;579;18240000;JARDIM ELISA VOLPE;ANGATUBA;-23,4957101;-48,4041836
17107;RUA PEDRO JOSE SENGER;1679;18015000;VILA HARO;SOROCABA;-23,5068161;-47,4261372
17100;RUA OROBO;125;05466030;ALTO DE PINHEIROS;SAO PAULO;-23,5538576;-46,7177886
17111;RUA PROMISSAO;27;12233670;BOSQUE DOS EUCALIPTOS;SAO JOSE DOS CAMPOS;-23,2513033;-45,888234
17114;RUA RF 001;SN;74684001;RESIDENCIAL FELICIDADE;GOIANIA;-16,6109071;-49,2226087
17131;LOTEAMENTO JARDIM METROPOLES;23;42700000;ITINGA;LAURO DE FREITAS;-12,9101334;-38,3525477
17144;RUA FRANCISCO ANTUNES;969;07040010;VILA AUGUSTA;GUARULHOS;-23,4783132;-46,5460705
17179;RUA CAROLINA;30;07161210;CIDADE SOBERANA;GUARULHOS;-23,4040528;-46,4383353
17183;RUA TREZE DE MAIO;2704;79002356;VILA CIDADE;CAMPO GRANDE;-20,4611035;-54,6162355
17186;RUA AUGUSTO LIPPEL;1812;18048130;PARQUE CAMPOLIM;SOROCABA;-23,5062288;-47,4559099
17171;RUA ALAGOAS;30;86610000;CENTRO;JAGUAPITA;-23,1093238;-51,533873
17154;AVENIDA AUGUSTO SEVERO;220;20021040;GLORIA;RIO DE JANEIRO;-22,9161561;-43,1767784
17148;RUA PAPOULA AZUL;80;30555185;HAVAI;BELO HORIZONTE;-19,9514485;-43,9788158
17146;RUA POLIDORO BITTENCOURT;46;40301155;BOA VIAGEM;SALVADOR;-12,9730401;-38,502304
16958;RUA ALCINO VICENTE;40;37704354;;POCOS DE CALDAS;-21,7840261;-46,6072969
17181;AVENIDA COMENDADOR RAFAEL;1452;29900052;CENTRO;LINHARES;-19,3989124;-40,0661645
17000;RUA CULTO A CIENCIA;166;13020060;BOTAFOGO;CAMPINAS;-22,9020732;-47,0667144
16988;RUA HUGO WOLF;291;03720130;CANGAIBA;SAO PAULO;-23,5027819;-46,5278183
17007;RUA OURO PRETO DO OESTE;2451;76880000;SETOR 3;BURITIS;-10,2123697;-63,8295119
16984;AVENIDA DONA HELENA PEREIRA DE MORAES;415;05707400;PANAMBY;SAO PAULO;-23,6345426;-46,7258479
16967;ALAMEDA FRANCA;900;06542010;ALPHAVILLE;SANTANA DE PARNAIBA;-23,4723743;-46,8728822
16962;SETOR D SUL;;72020111;TAGUATINGA;BRASILIA;-15,801519;-47,860297
17098;RUA DOS JARDINEIROS;81;04716080;CHACARA SAO LUIS;SAO PAULO;-23,635831;-46,7082339
17020;AVENIDA TEFE;324;69065020;CACHOEIRINHA;MANAUS;-3,1243645;-60,0065584
17095;AVENIDA ANANIN;SN;67030002;CENTRO;ANANINDEUA;-1,3652234;-48,3884135
17068;RUA VENEZUELA;566;16021370;JARDIM OURO PRETO;ARACATUBA;-21,2314206;-50,4559323
17023;RUA 23;;74390360;SETOR MARISTA;GOIANIA;-16,690313;-49,2642926
16571;RUA JOSE GETULIO;579;01509001;ACLIMACAO;SAO PAULO;-23,5701231;-46,6330571
16871;RUA JOSE ERNESTO NEDEL;255;91240640;RUBEM BERTA;PORTO ALEGRE;-30,0231441;-51,1182246
16692;RUA DOUTOR BARROS CRUZ;33;04118130;VILA MARIANA;SAO PAULO;-23,5944458;-46,6291188
16724;RUA JOSE LIBERO;110;04070040;PLANALTO PAULISTA;SAO PAULO;-23,6254944;-46,6420474
16682;RUA GRANADA;134;06711170;JARDIM DA GLORIA;COTIA;-23,5998988;-46,8389128
7416;AVENIDA DESEMBARGADOR TACITO DE CALDAS;189;65930000;CENTRO;ACAILANDIA;-4,9495867;-47,5008802
16664;RUA ALICE;439;29830000;MARGARETH;NOVA VENECIA;-18,7074851;-40,3955859
16744;RUA OLAVO BILAC;51;13339200;PARQUE BOA ESPERANCA;INDAIATUBA;-23,0900826;-47,2054001
16729;RUA RANGHETTI;193;88375000;SAO DOMINGOS;NAVEGANTES;-26,8817094;-48,6839666
16710;RUA MANOEL QUILLES;17;06694070;JARDIM NOVA ITAPEVI;ITAPEVI;-23,5427622;-46,9380845
16652;RUA MARINGA;1005;08574310;VILA URSULINA;ITAQUAQUECETUBA;-23,5037654;-46,3589826
16820;RUA ANTONIO ALMEIDA MAGALHAES;34;63030360;LIMOEIRO;JUAZEIRO DO NORTE;-7,2284068;-39,2991874
16576;RUA NHU GUACU;27;04625000;CAMPO BELO;SAO PAULO;-23,6268839;-46,6672604
16626;RUA PROFESSOR PEDREIRA DE FREITAS;372;03312052;TATUAPE;SAO PAULO;-23,5508313;-46,5584724
17735;RUA GIUSEPPE BIBIENA;254;04183020;JARDIM SANTA EMILIA;SAO PAULO;-23,6433974;-46,5976786
16638;AVENIDA JOAO GUALBERTO;731;80030000;ALTO DA GLORIA;CURITIBA;-25,4196334;-49,2653098
16622;SHN QUADRA 2 BLOCO J;SN;70310500;ASA NORTE;BRASILIA;-15,7910509;-47,8859049
16613;RUA PADRE GERONIMO BOTELHO;280;78015115;DOM AQUINO;CUIABA;-15,6133462;-56,0870551
16919;ALAMEDA MAMORE;911;06454040;ALPHAVILLE;BARUERI;-23,4931862;-46,8519862
17217;RUA SAO PAULO;1883;89210000;ITAUM;JOINVILLE;-26,324662;-48,842034
17259;AVENIDA BRASIL;607;89990000;CENTRO;SAO LOURENCO DO OESTE;-26,3515715;-52,8469611
17203;RUA CUNHA GAGO;192;05421000;PINHEIROS;SAO PAULO;-23,5667584;-46,6907122
17194;RUA CORONEL JOAQUIM FERREIRA DE SOUZA;310;02419070;CONJUNTO RESIDENCIAL SANTA TEREZINHA;SAO PAULO;-23,4781838;-46,640572
17200;RUA RODRIGUES CHAVES;200;58011040;TRINCHEIRAS;JOAO PESSOA;-7,1243022;-34,8856596
17208;AVENIDA INOCENCIO SERAFICO;30;06320290;CENTRO;CARAPICUIBA;-23,521684;-46,835836
17314;RUA JOAO VENZON NETO;105;95032200;SANTA CATARINA;CAXIAS DO SUL;-29,1503319;-51,1991327
17211;RUA MUANA;142;21215120;BRAZ DE PINA;RIO DE JANEIRO;-22,8332608;-43,2886242
17437;RUA FRADIQUE COUTINHO;531;05416010;PINHEIROS;SAO PAULO;-23,5622437;-46,6872568
17291;RUA GUILHERME DANCKER;138;89251460;CENTRO;JARAGUA DO SUL;-26,4928893;-49,07749
17287;RUA ARABUTAN;106;11035220;APARECIDA;SANTOS;-23,9790367;-46,3039929
17289;RUA 6;;74115070;SETOR OESTE;GOIANIA;-16,6591068;-49,278129
16599;RUA CORIOLANO;864;05047000;VILA ROMANA;SAO PAULO;-23,5259484;-46,6938856
17312;RUA PRESIDENTE CARLOS CAVALCANTI;1157;80510040;SAO FRANCISCO;CURITIBA;-25,4249009;-49,2763113
17309;AVENIDA TERCEIRA AVENIDA;1860;88330083;CENTRO;BALNEARIO CAMBORIU;-27,000953;-48,630123
17283;RUA FELICIANO BICUDO;170;02301020;VILA PAULICEIA;SAO PAULO;-23,4885421;-46,6150967
17306;RUA ANTONIO DA SILVA VIEIRA;563;19880970;CENTRO;CANDIDO MOTA;-22,7484852;-50,3899644
17428;RUA DO COMERCIO;26;57260000;ZONA RURAL;LIMOEIRO DE ANADIA;-9,7379732;-36,5031244
17399;RUA PEDRO DA COSTA FALEIRO;4;04915020;JARDIM FIGUEIRA GRANDE;SAO PAULO;-23,6783377;-46,7471418
17189;RUA VOLKSWAGEN;291;04344020;JABAQUARA;SAO PAULO;-23,6364306;-46,644167
16944;RUA DOS CARTEIROS;120;58083110;INDUSTRIAS;JOAO PESSOA;-7,176045;-34,9203005
16931;RUA ANITA GARIBALDI;207;88820000;CENTRO;ICARA;-28,7137096;-49,3091437
16925;RUA DOUTOR SEBASTIAO DE ANDRADE;1236;36046090;ELDORADO;JUIZ DE FORA;-21,7287714;-43,36584
16929;RUA PRESIDENTE NEREU RAMOS;46;89665000;CENTRO;CAPINZAL;-27,3416697;-51,611043
16949;RUA JURUBATUBA;140;11035101;PONTA DA PRAIA;SANTOS;-23,9793249;-46,3017373
17162;PRACA MOREIRA CABRAL;48;78020010;CENTRO SUL;CUIABA;-15,6002001;-56,1016556
17165;AVENIDA AMAZONAS;1689S;78455000;MENINO DEUS;LUCAS DO RIO VERDE;-13,0656247;-55,9224806
17090;RUA FORTALEZA;1587;85801040;CENTRO;CASCAVEL;-24,9489875;-53,472833
17016;RUA BRILHO DO SOL;1546;69316128;BELA VISTA;BOA VISTA;2,7688237;-60,72572
16970;AVENIDA SAO BENTO CAM PARTICULAR;101;89290000;COLONIAL;SAO BENTO DO SUL;-26,2500365;-49,3835566
17087;RUA EVARISTO ROQUE;408;02472100;IMIRIM;SAO PAULO;-23,4761973;-46,6531562
17085;RUA CIPRIANO BARATA;2476;04205002;VILA MONUMENTO;SAO PAULO;-23,5916438;-46,6049862
17092;ESTRADA AFONSO LOURENCO MARIANTE;174;91787260;LOMBA DO PINHEIRO;PORTO ALEGRE;-30,1158576;-51,1757051
17044;RUA CONSTANTE CASAGRANDE;180;88802380;COMERCIARIO;CRICIUMA;-28,6843758;-49,3664503
17046;RUA GUACU;123;01256040;SUMARE;SAO PAULO;-23,5467436;-46,685337
17124;RUA SENADOR XAVIER DA SILVA;214;80530022;SAO FRANCISCO;CURITIBA;-25,4210773;-49,2724823
16972;CONJUNTO FREI DAMIAO;32;64090490;GURUPI;TERESINA;-5,0884079;-42,735746
17939;RUA FELIPE CAMARAO;335;90035141;BOM FIM;PORTO ALEGRE;-30,0321511;-51,2097886
17910;RUA PEQUIRI;213;27264790;MINERLANDIA;VOLTA REDONDA;-22,5349315;-44,1239077
17923;RUA MARIA ANTONIA LOPES LEITAO;321;11740000;JARDIM IVOTY;ITANHAEM;-24,1793876;-46,7912676
17927;RUA VULNERARIA;1005;05878190;PARQUE INDEPENDENCIA;SAO PAULO;-23,6886545;-46,7851571
17896;AVENIDA GETULIO VARGAS;1087;69900466;BOSQUE;RIO BRANCO;-9,9688784;-67,8120887
17885;RUA SAO JOAO DA BOA VISTA;93;09370240;JARDIM HAYDEE;MAUA;-23,6735411;-46,4610629
7461;RUA HUMBERTO PORFILIO CORTES;56;45950000;BIRRO FRAGA;LAJEDAO;-17,6096406;-40,3452015
17879;AVENIDA NOVA CANTAREIRA;4726;02340002;TUCURUVI;SAO PAULO;-23,4594496;-46,6150373
17883;QUADRA 17;;72876051;VALPARAISO I ETAPA A;VALPARAISO DE GOIAS;-16,0812343;-47,9760366
7468;RUA SANTO ANTONIO;35;40710730;PLATAFORMA;SALVADOR;-13,0047894;-38,4724382
17946;AVENIDA GENERAL ATALIBA LEONEL;3058;02242001;TUCURUVI;SAO PAULO;-23,4893456;-46,6079327
18018;RUA ALEM PARAIBA;1016;31210120;BONFIM;BELO HORIZONTE;-19,9071435;-43,9507349
17944;RUA MARIA MARTA JUNQUEIRA;610;14409221;PARQUE DOM PEDRO I;FRANCA;-20,5018758;-47,3949846
17881;RUA DOUTOR MALHEIROS;236;90640050;SANTO ANTONIO;PORTO ALEGRE;-30,0625501;-51,2037452
18024;RUA JOSE DE ALENCAR;207;90880481;MENINO DEUS;PORTO ALEGRE;-30,0596347;-51,2297506
17949;RUA TAPIRAPES;220;31530080;SANTA MONICA;BELO HORIZONTE;-19,8293855;-43,9749802
7470;RUA OFION;68;02056040;VILA GUILHERME;SAO PAULO;-23,5110872;-46,6041063
18036;RUA DOUTOR CESARIO MOTA JUNIOR;576;01221020;VILA BUARQUE;SAO PAULO;-23,5469716;-46,649167
17717;AVENIDA CASTELO BRANCO;590;74140150;SETOR OESTE;GOIANIA;-16,6882001;-49,2768954
17706;RUA DOUTOR GUILHERME DE ALMEIDA;148;19023160;JARDIM ANTUERPIA;PRESIDENTE PRUDENTE;-22,1074078;-51,3963988
17701;RUA MESSIAS DE PINA;69;03162090;MOOCA;SAO PAULO;-23,5502586;-46,6013606
17670;RUA JACARANDA JARDIM BELA VISTA;271;11662730;MARTIM DE SA;CARAGUATATUBA;-23,6255903;-45,4241453
7477;RUA SANTA CLARA;33;21030210;COPACABANA;RIO DE JANEIRO;-22,972205;-43,1868477
17708;RUA FRANCISCO DA SILVA ARRUDA;4;28993000;PALMITAL;SAQUAREMA;-22,9310023;-42,4964405
17719;RUA VELASQUES;19;26413150;ENGENHEIRO PEDREIRA;JAPERI;-22,6988398;-43,6270221
17711;RUA CECILIA BRASIL;1055;69301080;CENTRO;BOA VISTA;2,8190432;-60,6761314
17703;RUA ARNALDO DE MATOS;51;78020005;CENTRO SUL;CUIABA;-15,5983557;-56,1025703
17681;RUA ANTONIO ROSIQUE GARCIA;131;13056105;JARDIM AERONAVE DE VIRACOPOS;CAMPINAS;-22,9871136;-47,1382626
17694;RUA JAPAO;1516;09240171;JARDIM SANTO ANTONIO;SANTO ANDRE;-23,6257179;-46,5226295
17679;RUA ESTADOS UNIDOS;507;01427000;JARDIM AMERICA;SAO PAULO;-23,5731677;-46,6618811
17673;RUA 700;135;88330618;CENTRO;BALNEARIO CAMBORIU;-26,9895499;-48,6360353
17675;RUA BENJAMIM CONSTANT;3328;15015600;VILA IMPERIAL;SAO JOSE DO RIO PRETO;-20,8115836;-49,3851959
31016;RUA DA TROPICALIA;102;08061010;JARDIM PEDRO JOSE NUNES;SAO PAULO;-23,5017572;-46,4665891
17685;AVENIDA DO CONTORNO;10185;30110064;BARRO PRETO;BELO HORIZONTE;-19,9190934;-43,956751
17699;RUA BAIXA DA CANDEIA;594;48060430;MANGALO;ALAGOINHAS;-12,1458184;-38,4432542
